date,time,province,engine_size,accident_count,age_group,severity
6/2/2020,6:07:32,Kanchanaburi,less-than-110cc,36.54%,15-19,Injury
31/05/2020,2:51:24,Chonburi, 111cc - 125cc,57.59%,15-19,Injury
30/05/2020,20:10:56,Chonburi, 126cc - 150cc,9.11%,15-19,Injury
23/06/2020,4:22:50,Chonburi, 156cc - 300cc,0.78%,15-19,Injury
27/12/2020,4:11:17,Chonburi, 400cc - 1000cc,0.86%,15-19,Injury
19/11/2020,11:35:20,Chonburi,less-than-110cc,21.56%,15-19,Injury
6/1/2020,4:05:53,Chonburi,more-than-1000cc,0.08%,15-19,Injury
22/04/2020,0:13:41,Nakhon-Ratchasima, 111cc - 125cc,62.52%,15-19,Injury
1/8/2020,3:59:48,Nakhon-Ratchasima, 126cc - 150cc,5.56%,15-19,Injury
30/10/2020,1:00:26,Nakhon-Ratchasima, 156cc - 300cc,0.04%,15-19,Injury
25/09/2020,2:39:16,Nakhon-Ratchasima, 400cc - 1000cc,0.00%,15-19,Injury
13/08/2020,14:43:14,Nakhon-Ratchasima,less-than-110cc,31.75%,15-19,Injury
18/01/2020,16:10:49,Surat-Thani, 111cc - 125cc,69.53%,15-19,Injury
14/09/2020,6:20:13,Surat-Thani, 126cc - 150cc,5.21%,15-19,Injury
27/05/2020,16:04:57,Surat-Thani, 156cc - 300cc,0.61%,15-19,Injury
12/7/2020,15:54:39,Surat-Thani, 400cc - 1000cc,0.31%,15-19,Injury
16/04/2020,14:59:27,Surat-Thani,less-than-110cc,23.89%,15-19,Injury
19/02/2020,12:54:27,Surat-Thani,more-than-1000cc,0.00%,15-19,Injury
24/08/2020,1:46:48,Chiang-Mai, 111cc - 125cc,52.86%,19-24,Dead
5/10/2020,23:33:32,Chiang-Mai, 126cc - 150cc,14.29%,19-24,Dead
25/12/2020,4:14:08,Chiang-Mai, 156cc - 300cc,4.29%,19-24,Dead
15/01/2020,1:09:49,Chiang-Mai, 400cc - 1000cc,2.86%,19-24,Dead
14/04/2020,13:55:05,Chiang-Mai,less-than-110cc,24.29%,19-24,Dead
21/05/2020,12:21:15,Bangkok, 111cc - 125cc,46.67%,19-24,Dead
19/09/2020,14:51:47,Bangkok, 126cc - 150cc,30.48%,19-24,Dead
14/04/2020,20:12:01,Bangkok, 156cc - 300cc,4.76%,19-24,Dead
2/10/2020,9:33:20,Bangkok, 400cc - 1000cc,5.71%,19-24,Dead
18/10/2020,21:50:56,Bangkok,less-than-110cc,11.43%,19-24,Dead
12/6/2020,1:04:09,Bangkok,more-than-1000cc,0.95%,19-24,Dead
18/04/2020,11:29:27,Kanchanaburi, 111cc - 125cc,64.71%,19-24,Dead
17/07/2020,14:45:05,Kanchanaburi, 126cc - 150cc,11.76%,19-24,Dead
23/09/2020,6:06:24,Kanchanaburi, 156cc - 300cc,5.88%,19-24,Dead
15/12/2020,19:07:46,Kanchanaburi, 400cc - 1000cc,0.00%,19-24,Dead
25/07/2020,11:34:25,Kanchanaburi,less-than-110cc,17.65%,19-24,Dead
13/01/2020,2:11:56,Chonburi, 111cc - 125cc,54.69%,19-24,Dead
30/08/2020,6:59:34,Chonburi, 126cc - 150cc,18.75%,19-24,Dead
14/05/2020,0:45:03,Chonburi, 156cc - 300cc,3.13%,19-24,Dead
19/01/2020,23:25:03,Chonburi, 400cc - 1000cc,3.13%,19-24,Dead
7/3/2020,20:31:35,Chonburi,less-than-110cc,10.94%,19-24,Dead
17/11/2020,4:52:00,Chonburi,more-than-1000cc,0.00%,19-24,Dead
30/06/2020,17:42:13,Nakhon-Ratchasima, 111cc - 125cc,60.81%,19-24,Dead
18/12/2020,16:31:51,Nakhon-Ratchasima, 126cc - 150cc,14.86%,19-24,Dead
27/01/2020,17:23:45,Nakhon-Ratchasima, 156cc - 300cc,2.70%,19-24,Dead
15/11/2020,12:42:00,Nakhon-Ratchasima, 400cc - 1000cc,1.35%,19-24,Dead
11/8/2020,6:03:16,Nakhon-Ratchasima,less-than-110cc,20.27%,19-24,Dead
28/10/2020,2:31:17,Nakhon-Ratchasima,more-than-1000cc,0.00%,19-24,Dead
17/12/2020,1:03:31,Surat-Thani, 111cc - 125cc,71.43%,19-24,Dead
23/07/2020,5:50:30,Surat-Thani, 126cc - 150cc,0.00%,19-24,Dead
28/04/2020,8:00:57,Surat-Thani, 156cc - 300cc,7.14%,19-24,Dead
18/10/2020,20:50:09,Surat-Thani, 400cc - 1000cc,7.14%,19-24,Dead
30/12/2020,17:59:50,Surat-Thani,less-than-110cc,14.29%,19-24,Dead
19/09/2020,12:55:53,Chiang-Mai, 111cc - 125cc,59.39%,19-24,Injury
23/10/2020,15:53:45,Chiang-Mai, 126cc - 150cc,8.65%,19-24,Injury
16/01/2020,15:28:06,Chiang-Mai, 156cc - 300cc,0.48%,19-24,Injury
26/07/2020,4:39:14,Chiang-Mai, 400cc - 1000cc,0.80%,19-24,Injury
16/02/2020,21:10:56,Chiang-Mai,less-than-110cc,30.54%,19-24,Injury
5/2/2020,16:19:43,Chiang-Mai,more-than-1000cc,0.03%,19-24,Injury
8/2/2020,10:07:31,Bangkok, 111cc - 125cc,56.08%,19-24,Injury
8/3/2020,14:46:23,Bangkok, 126cc - 150cc,26.43%,19-24,Injury
30/05/2020,15:23:41,Bangkok, 156cc - 300cc,2.16%,19-24,Injury
26/10/2020,20:05:11,Bangkok, 400cc - 1000cc,1.86%,19-24,Injury
12/5/2020,13:37:26,Bangkok,less-than-110cc,13.14%,19-24,Injury
21/05/2020,9:39:22,Bangkok,more-than-1000cc,0.07%,19-24,Injury
11/2/2020,3:03:55,Kanchanaburi, 111cc - 125cc,59.60%,19-24,Injury
24/08/2020,16:25:17,Kanchanaburi, 126cc - 150cc,8.67%,19-24,Injury
31/08/2020,2:49:21,Kanchanaburi, 156cc - 300cc,1.08%,19-24,Injury
2/3/2020,9:05:03,Kanchanaburi, 400cc - 1000cc,1.39%,19-24,Injury
21/08/2020,22:59:27,Kanchanaburi,less-than-110cc,29.10%,19-24,Injury
25/01/2020,16:55:27,Chonburi, 111cc - 125cc,55.72%,19-24,Injury
2/12/2020,10:37:10,Chonburi, 126cc - 150cc,15.81%,19-24,Injury
15/08/2020,10:13:46,Chonburi, 156cc - 300cc,0.93%,19-24,Injury
9/2/2020,6:51:42,Chonburi, 400cc - 1000cc,1.66%,19-24,Injury
17/01/2020,17:31:21,Chonburi,less-than-110cc,17.26%,19-24,Injury
9/5/2020,20:09:28,Chonburi,more-than-1000cc,0.03%,19-24,Injury
17/01/2020,17:20:31,Nakhon-Ratchasima, 111cc - 125cc,60.85%,19-24,Injury
27/05/2020,5:46:53,Nakhon-Ratchasima, 126cc - 150cc,10.85%,19-24,Injury
25/07/2020,0:48:40,Nakhon-Ratchasima, 156cc - 300cc,0.48%,19-24,Injury
21/12/2020,16:04:05,Nakhon-Ratchasima, 400cc - 1000cc,0.59%,19-24,Injury
23/11/2020,15:44:17,Nakhon-Ratchasima,less-than-110cc,26.99%,19-24,Injury
8/12/2020,4:42:27,Surat-Thani, 111cc - 125cc,68.45%,19-24,Injury
24/07/2020,7:04:33,Surat-Thani, 126cc - 150cc,7.80%,19-24,Injury
24/02/2020,22:23:03,Surat-Thani, 156cc - 300cc,0.58%,19-24,Injury
14/07/2020,1:12:44,Surat-Thani, 400cc - 1000cc,1.28%,19-24,Injury
30/05/2020,20:55:24,Surat-Thani,less-than-110cc,21.77%,19-24,Injury
10/12/2020,21:39:21,Surat-Thani,more-than-1000cc,0.12%,19-24,Injury
2/2/2020,13:50:26,Chiang-Mai, 111cc - 125cc,62.16%,25-35,Dead
22/03/2020,13:41:54,Chiang-Mai, 126cc - 150cc,8.11%,25-35,Dead
15/12/2020,3:50:40,Chiang-Mai, 156cc - 300cc,1.35%,25-35,Dead
20/04/2020,23:44:20,Chiang-Mai, 400cc - 1000cc,4.05%,25-35,Dead
25/07/2020,12:04:20,Chiang-Mai,less-than-110cc,24.32%,25-35,Dead
4/2/2020,14:15:34,Chiang-Mai,more-than-1000cc,0.00%,25-35,Dead
6/7/2020,20:19:36,Bangkok, 111cc - 125cc,49.68%,25-35,Dead
9/8/2020,11:35:11,Bangkok, 126cc - 150cc,26.45%,25-35,Dead
11/11/2020,16:09:50,Bangkok, 156cc - 300cc,5.16%,25-35,Dead
10/4/2020,22:09:04,Bangkok, 400cc - 1000cc,8.39%,25-35,Dead
15/03/2020,4:18:52,Bangkok,less-than-110cc,9.03%,25-35,Dead
5/11/2020,6:31:00,Bangkok,more-than-1000cc,0.65%,25-35,Dead
23/06/2020,9:28:45,Kanchanaburi, 111cc - 125cc,53.85%,25-35,Dead
27/02/2020,13:47:04,Kanchanaburi, 126cc - 150cc,0.00%,25-35,Dead
27/09/2020,20:55:54,Kanchanaburi, 156cc - 300cc,0.00%,25-35,Dead
23/03/2020,21:50:23,Kanchanaburi, 400cc - 1000cc,0.00%,25-35,Dead
18/03/2020,3:14:18,Kanchanaburi,less-than-110cc,46.15%,25-35,Dead
27/03/2020,12:45:08,Kanchanaburi,more-than-1000cc,0.00%,25-35,Dead
7/3/2020,5:36:11,Chonburi, 111cc - 125cc,46.58%,25-35,Dead
27/04/2020,20:24:15,Chonburi, 126cc - 150cc,12.33%,25-35,Dead
20/09/2020,1:39:05,Chonburi, 156cc - 300cc,4.11%,25-35,Dead
30/11/2020,12:01:13,Chonburi, 400cc - 1000cc,5.48%,25-35,Dead
19/01/2020,17:27:47,Chonburi,less-than-110cc,20.55%,25-35,Dead
27/10/2020,20:23:51,Chonburi,more-than-1000cc,0.00%,25-35,Dead
28/09/2020,15:39:15,Nakhon-Ratchasima, 111cc - 125cc,65.57%,25-35,Dead
4/10/2020,8:45:50,Nakhon-Ratchasima, 126cc - 150cc,8.20%,25-35,Dead
31/10/2020,8:20:52,Nakhon-Ratchasima, 156cc - 300cc,0.00%,25-35,Dead
15/12/2020,12:19:38,Nakhon-Ratchasima, 400cc - 1000cc,4.92%,25-35,Dead
22/12/2020,23:36:26,Nakhon-Ratchasima,less-than-110cc,21.31%,25-35,Dead
25/07/2020,17:18:22,Nakhon-Ratchasima,more-than-1000cc,0.00%,25-35,Dead
5/3/2020,13:16:41,Surat-Thani, 111cc - 125cc,64.71%,25-35,Dead
30/05/2020,5:03:37,Surat-Thani, 126cc - 150cc,5.88%,25-35,Dead
29/05/2020,10:11:13,Surat-Thani, 156cc - 300cc,0.00%,25-35,Dead
12/10/2020,17:02:46,Surat-Thani, 400cc - 1000cc,0.00%,25-35,Dead
30/06/2020,18:29:48,Surat-Thani,less-than-110cc,29.41%,25-35,Dead
22/01/2020,13:49:08,Surat-Thani,more-than-1000cc,0.00%,25-35,Dead
3/6/2020,5:25:05,Chiang-Mai, 111cc - 125cc,57.48%,25-35,Injury
16/05/2020,9:53:19,Chiang-Mai, 126cc - 150cc,9.80%,25-35,Injury
2/2/2020,1:02:47,Chiang-Mai, 156cc - 300cc,0.71%,25-35,Injury
20/04/2020,0:19:51,Chiang-Mai, 400cc - 1000cc,1.50%,25-35,Injury
16/02/2020,14:41:12,Chiang-Mai,less-than-110cc,30.38%,25-35,Injury
16/06/2020,13:16:41,Chiang-Mai,more-than-1000cc,0.08%,25-35,Injury
31/07/2020,19:59:39,Bangkok, 111cc - 125cc,59.28%,25-35,Injury
19/06/2020,8:37:23,Bangkok, 126cc - 150cc,21.85%,25-35,Injury
4/7/2020,19:17:03,Bangkok, 156cc - 300cc,2.58%,25-35,Injury
13/03/2020,4:09:59,Bangkok, 400cc - 1000cc,2.34%,25-35,Injury
19/06/2020,19:29:17,Bangkok,less-than-110cc,13.58%,25-35,Injury
21/02/2020,18:01:55,Bangkok,more-than-1000cc,0.09%,25-35,Injury
11/10/2020,16:18:44,Kanchanaburi, 111cc - 125cc,56.55%,25-35,Injury
20/06/2020,12:35:54,Kanchanaburi, 126cc - 150cc,7.05%,25-35,Injury
25/11/2020,14:07:38,Kanchanaburi, 156cc - 300cc,2.01%,25-35,Injury
20/02/2020,9:04:09,Kanchanaburi, 400cc - 1000cc,2.16%,25-35,Injury
12/7/2020,15:46:12,Kanchanaburi,less-than-110cc,32.09%,25-35,Injury
29/04/2020,13:17:02,Kanchanaburi,more-than-1000cc,0.14%,25-35,Injury
17/09/2020,7:45:35,Chonburi, 111cc - 125cc,57.07%,25-35,Injury
7/11/2020,15:15:56,Chonburi, 126cc - 150cc,12.40%,25-35,Injury
31/12/2020,9:53:51,Chonburi, 156cc - 300cc,1.17%,25-35,Injury
11/7/2020,2:37:53,Chonburi, 400cc - 1000cc,2.57%,25-35,Injury
2/3/2020,8:33:58,Chonburi,less-than-110cc,18.05%,25-35,Injury
10/1/2020,12:50:12,Chonburi,more-than-1000cc,0.02%,25-35,Injury
2/4/2020,3:18:19,Nakhon-Ratchasima, 111cc - 125cc,58.02%,25-35,Injury
22/01/2020,11:41:39,Nakhon-Ratchasima, 126cc - 150cc,8.40%,25-35,Injury
31/03/2020,19:54:07,Nakhon-Ratchasima, 156cc - 300cc,1.27%,25-35,Injury
21/02/2020,8:40:55,Nakhon-Ratchasima, 400cc - 1000cc,1.49%,25-35,Injury
4/12/2020,0:28:44,Nakhon-Ratchasima,less-than-110cc,30.56%,25-35,Injury
31/07/2020,6:50:22,Nakhon-Ratchasima,more-than-1000cc,0.07%,25-35,Injury
8/12/2020,9:00:40,Surat-Thani, 111cc - 125cc,64.39%,25-35,Injury
5/11/2020,3:49:37,Surat-Thani, 126cc - 150cc,7.08%,25-35,Injury
6/12/2020,18:10:25,Surat-Thani, 156cc - 300cc,1.06%,25-35,Injury
4/11/2020,4:49:53,Surat-Thani, 400cc - 1000cc,1.42%,25-35,Injury
8/10/2020,7:15:34,Surat-Thani,less-than-110cc,25.94%,25-35,Injury
10/7/2020,7:28:41,Surat-Thani,more-than-1000cc,0.12%,25-35,Injury
12/10/2020,7:39:50,Chiang-Mai, 111cc - 125cc,46.48%,36-60,Dead
28/07/2020,21:06:26,Chiang-Mai, 126cc - 150cc,7.04%,36-60,Dead
8/3/2020,5:01:41,Chiang-Mai, 156cc - 300cc,0.00%,36-60,Dead
4/11/2020,17:39:39,Chiang-Mai, 400cc - 1000cc,1.41%,36-60,Dead
22/12/2020,13:05:37,Chiang-Mai,less-than-110cc,45.07%,36-60,Dead
22/10/2020,3:51:30,Chiang-Mai,more-than-1000cc,0.00%,36-60,Dead
25/07/2020,19:23:02,Bangkok, 111cc - 125cc,63.21%,36-60,Dead
19/10/2020,7:29:36,Bangkok, 126cc - 150cc,13.47%,36-60,Dead
11/6/2020,5:17:07,Bangkok, 156cc - 300cc,2.59%,36-60,Dead
3/6/2020,7:13:17,Bangkok, 400cc - 1000cc,3.63%,36-60,Dead
6/9/2020,14:51:46,Bangkok,less-than-110cc,16.58%,36-60,Dead
20/04/2020,10:26:03,Bangkok,more-than-1000cc,0.00%,36-60,Dead
12/9/2020,22:16:33,Kanchanaburi, 111cc - 125cc,58.14%,36-60,Dead
28/09/2020,17:00:06,Kanchanaburi, 126cc - 150cc,0.00%,36-60,Dead
29/08/2020,21:29:15,Kanchanaburi, 156cc - 300cc,0.00%,36-60,Dead
25/12/2020,5:26:55,Kanchanaburi, 400cc - 1000cc,2.33%,36-60,Dead
19/01/2020,16:10:16,Kanchanaburi,less-than-110cc,39.53%,36-60,Dead
23/01/2020,1:58:41,Chonburi, 111cc - 125cc,60.95%,36-60,Dead
16/04/2020,11:42:50,Chonburi, 126cc - 150cc,4.76%,36-60,Dead
31/05/2020,9:07:22,Chonburi, 156cc - 300cc,1.90%,36-60,Dead
9/6/2020,18:54:45,Chonburi, 400cc - 1000cc,2.86%,36-60,Dead
11/8/2020,3:07:23,Chonburi,less-than-110cc,21.90%,36-60,Dead
14/12/2020,0:37:49,Chonburi,more-than-1000cc,0.00%,36-60,Dead
24/02/2020,5:27:32,Nakhon-Ratchasima, 111cc - 125cc,61.96%,36-60,Dead
20/10/2020,14:35:17,Nakhon-Ratchasima, 126cc - 150cc,3.26%,36-60,Dead
15/09/2020,2:03:06,Nakhon-Ratchasima, 156cc - 300cc,0.00%,36-60,Dead
13/03/2020,11:40:38,Nakhon-Ratchasima, 400cc - 1000cc,4.35%,36-60,Dead
15/06/2020,22:44:38,Nakhon-Ratchasima,less-than-110cc,30.43%,36-60,Dead
8/3/2020,12:50:43,Nakhon-Ratchasima,more-than-1000cc,0.00%,36-60,Dead
9/6/2020,21:41:11,Surat-Thani, 111cc - 125cc,60.53%,36-60,Dead
2/4/2020,22:11:23,Surat-Thani, 126cc - 150cc,7.89%,36-60,Dead
10/3/2020,11:45:44,Surat-Thani, 156cc - 300cc,0.00%,36-60,Dead
25/09/2020,17:30:02,Surat-Thani, 400cc - 1000cc,0.00%,36-60,Dead
24/08/2020,0:37:58,Surat-Thani,less-than-110cc,31.58%,36-60,Dead
17/01/2020,7:11:45,Chiang-Mai, 111cc - 125cc,54.15%,36-60,Injury
2/5/2020,7:59:34,Chiang-Mai, 126cc - 150cc,4.81%,36-60,Injury
3/1/2020,12:03:54,Chiang-Mai, 156cc - 300cc,0.29%,36-60,Injury
4/8/2020,11:32:29,Chiang-Mai, 400cc - 1000cc,0.58%,36-60,Injury
21/02/2020,12:39:22,Chiang-Mai,less-than-110cc,40.10%,36-60,Injury
4/9/2020,3:52:41,Chiang-Mai,more-than-1000cc,0.08%,36-60,Injury
3/10/2020,9:23:31,Bangkok, 111cc - 125cc,65.61%,36-60,Injury
5/8/2020,13:00:40,Bangkok, 126cc - 150cc,13.07%,36-60,Injury
4/8/2020,13:28:47,Bangkok, 156cc - 300cc,1.12%,36-60,Injury
30/10/2020,7:26:45,Bangkok, 400cc - 1000cc,0.85%,36-60,Injury
3/7/2020,18:06:51,Bangkok,less-than-110cc,19.03%,36-60,Injury
1/10/2020,7:48:01,Bangkok,more-than-1000cc,0.08%,36-60,Injury
10/6/2020,22:46:24,Kanchanaburi, 111cc - 125cc,49.26%,36-60,Injury
8/11/2020,15:20:50,Kanchanaburi, 126cc - 150cc,2.90%,36-60,Injury
13/02/2020,19:08:46,Kanchanaburi, 156cc - 300cc,0.52%,36-60,Injury
14/11/2020,18:02:00,Kanchanaburi, 400cc - 1000cc,0.45%,36-60,Injury
20/12/2020,5:29:33,Kanchanaburi,less-than-110cc,46.66%,36-60,Injury
21/01/2020,9:43:38,Kanchanaburi,more-than-1000cc,0.15%,36-60,Injury
28/07/2020,2:53:25,Chonburi, 111cc - 125cc,59.79%,36-60,Injury
4/12/2020,12:43:41,Chonburi, 126cc - 150cc,6.47%,36-60,Injury
29/03/2020,21:01:48,Chonburi, 156cc - 300cc,0.54%,36-60,Injury
1/10/2020,6:54:02,Chonburi, 400cc - 1000cc,1.10%,36-60,Injury
24/08/2020,13:50:35,Chonburi,less-than-110cc,24.97%,36-60,Injury
9/11/2020,22:45:24,Chonburi,more-than-1000cc,0.17%,36-60,Injury
23/04/2020,17:41:09,Nakhon-Ratchasima, 111cc - 125cc,54.67%,36-60,Injury
21/05/2020,7:26:50,Nakhon-Ratchasima, 126cc - 150cc,4.28%,36-60,Injury
29/11/2020,9:26:12,Nakhon-Ratchasima, 156cc - 300cc,0.28%,36-60,Injury
14/05/2020,15:04:34,Nakhon-Ratchasima, 400cc - 1000cc,0.42%,36-60,Injury
10/9/2020,16:37:13,Nakhon-Ratchasima,less-than-110cc,40.25%,36-60,Injury
27/04/2020,22:47:49,Nakhon-Ratchasima,more-than-1000cc,0.00%,36-60,Injury
25/10/2020,21:00:14,Surat-Thani, 111cc - 125cc,65.96%,36-60,Injury
29/09/2020,19:27:55,Surat-Thani, 126cc - 150cc,3.55%,36-60,Injury
19/05/2020,2:20:41,Surat-Thani, 156cc - 300cc,0.30%,36-60,Injury
28/04/2020,19:32:37,Surat-Thani, 400cc - 1000cc,0.41%,36-60,Injury
11/3/2020,15:33:35,Surat-Thani,less-than-110cc,29.54%,36-60,Injury
8/2/2020,13:27:13,Surat-Thani,more-than-1000cc,0.06%,36-60,Injury
3/4/2020,7:08:21,Chiang-Mai, 111cc - 125cc,43.18%,60++,Dead
6/6/2020,6:39:13,Chiang-Mai, 126cc - 150cc,2.27%,60++,Dead
10/4/2020,12:13:00,Chiang-Mai, 156cc - 300cc,0.00%,60++,Dead
1/1/2020,16:41:59,Chiang-Mai, 400cc - 1000cc,2.27%,60++,Dead
25/01/2020,15:25:53,Chiang-Mai,less-than-110cc,52.27%,60++,Dead
7/11/2020,13:50:54,Bangkok, 111cc - 125cc,58.62%,60++,Dead
1/3/2020,0:54:09,Bangkok, 126cc - 150cc,22.41%,60++,Dead
17/01/2020,0:09:17,Bangkok, 156cc - 300cc,0.00%,60++,Dead
13/04/2020,8:41:22,Bangkok, 400cc - 1000cc,3.45%,60++,Dead
4/5/2020,18:02:22,Bangkok,less-than-110cc,15.52%,60++,Dead
19/09/2020,17:32:13,Bangkok,more-than-1000cc,0.00%,60++,Dead
6/6/2020,5:04:16,Kanchanaburi, 111cc - 125cc,28.00%,60++,Dead
7/7/2020,4:25:54,Kanchanaburi, 156cc - 300cc,0.00%,60++,Dead
14/06/2020,0:39:10,Kanchanaburi,less-than-110cc,68.00%,60++,Dead
31/05/2020,14:45:15,Chonburi, 111cc - 125cc,30.30%,60++,Dead
12/11/2020,20:54:38,Chonburi, 126cc - 150cc,6.06%,60++,Dead
3/3/2020,21:22:21,Chonburi, 156cc - 300cc,3.03%,60++,Dead
20/04/2020,22:55:01,Chonburi, 400cc - 1000cc,0.00%,60++,Dead
4/1/2020,11:49:53,Chonburi,less-than-110cc,54.55%,60++,Dead
21/11/2020,14:04:32,Chonburi,more-than-1000cc,0.00%,60++,Dead
16/09/2020,8:03:10,Nakhon-Ratchasima, 111cc - 125cc,64.29%,60++,Dead
11/7/2020,23:15:26,Nakhon-Ratchasima, 126cc - 150cc,1.79%,60++,Dead
14/07/2020,1:19:10,Nakhon-Ratchasima, 156cc - 300cc,0.00%,60++,Dead
30/12/2020,9:59:27,Nakhon-Ratchasima, 400cc - 1000cc,3.57%,60++,Dead
16/10/2020,3:09:21,Nakhon-Ratchasima,less-than-110cc,30.36%,60++,Dead
21/06/2020,21:49:18,Surat-Thani, 111cc - 125cc,60.71%,60++,Dead
6/4/2020,13:25:02,Surat-Thani, 126cc - 150cc,0.00%,60++,Dead
1/10/2020,13:34:22,Surat-Thani, 400cc - 1000cc,3.57%,60++,Dead
6/4/2020,18:24:31,Surat-Thani,less-than-110cc,35.71%,60++,Dead
7/10/2020,17:33:49,Chiang-Mai, 111cc - 125cc,47.00%,60++,Injury
9/4/2020,0:21:54,Chiang-Mai, 126cc - 150cc,1.98%,60++,Injury
18/07/2020,13:39:56,Chiang-Mai, 156cc - 300cc,0.06%,60++,Injury
11/9/2020,4:02:19,Chiang-Mai, 400cc - 1000cc,0.31%,60++,Injury
9/2/2020,12:24:10,Chiang-Mai,less-than-110cc,50.59%,60++,Injury
7/11/2020,9:51:37,Chiang-Mai,more-than-1000cc,0.06%,60++,Injury
30/08/2020,21:54:54,Bangkok, 111cc - 125cc,64.76%,60++,Injury
8/5/2020,21:30:25,Bangkok, 126cc - 150cc,9.07%,60++,Injury
10/1/2020,20:53:15,Bangkok, 156cc - 300cc,0.58%,60++,Injury
5/1/2020,0:05:11,Bangkok, 400cc - 1000cc,0.55%,60++,Injury
26/11/2020,10:07:54,Bangkok,less-than-110cc,24.86%,60++,Injury
6/2/2020,9:32:12,Bangkok,more-than-1000cc,0.03%,60++,Injury
14/03/2020,16:01:30,Kanchanaburi, 111cc - 125cc,46.63%,60++,Injury
7/3/2020,4:27:55,Kanchanaburi, 126cc - 150cc,1.46%,60++,Injury
10/12/2020,6:18:17,Kanchanaburi, 156cc - 300cc,0.00%,60++,Injury
20/08/2020,23:55:34,Kanchanaburi, 400cc - 1000cc,0.18%,60++,Injury
4/3/2020,19:32:20,Kanchanaburi,less-than-110cc,51.55%,60++,Injury
10/11/2020,1:43:17,Kanchanaburi,more-than-1000cc,0.00%,60++,Injury
14/10/2020,20:58:03,Chonburi, 111cc - 125cc,57.86%,60++,Injury
5/1/2020,4:28:17,Chonburi, 126cc - 150cc,6.10%,60++,Injury
20/01/2020,7:10:44,Chonburi, 156cc - 300cc,0.32%,60++,Injury
19/04/2020,16:09:31,Chonburi, 400cc - 1000cc,0.75%,60++,Injury
28/07/2020,0:11:35,Chonburi,less-than-110cc,29.84%,60++,Injury
10/11/2020,16:43:19,Chonburi,more-than-1000cc,0.00%,60++,Injury
25/01/2020,3:40:48,Nakhon-Ratchasima, 111cc - 125cc,51.93%,60++,Injury
17/04/2020,0:51:22,Nakhon-Ratchasima, 126cc - 150cc,2.00%,60++,Injury
3/3/2020,0:44:34,Nakhon-Ratchasima, 156cc - 300cc,0.28%,60++,Injury
7/11/2020,17:11:30,Nakhon-Ratchasima, 400cc - 1000cc,0.21%,60++,Injury
31/10/2020,14:46:28,Nakhon-Ratchasima,less-than-110cc,45.31%,60++,Injury
19/02/2020,9:37:14,Nakhon-Ratchasima,more-than-1000cc,0.07%,60++,Injury
25/08/2020,21:53:48,Surat-Thani, 111cc - 125cc,57.31%,60++,Injury
23/08/2020,18:03:53,Surat-Thani, 126cc - 150cc,2.31%,60++,Injury
1/1/2020,0:30:32,Surat-Thani, 156cc - 300cc,0.19%,60++,Injury
13/05/2020,18:16:53,Surat-Thani, 400cc - 1000cc,0.00%,60++,Injury
9/3/2020,17:34:07,Surat-Thani,less-than-110cc,40.19%,60++,Injury
4/3/2020,2:19:58,Surat-Thani,more-than-1000cc,0.00%,60++,Injury
12/1/2021,16:12:07,Chiang-Mai, 111cc - 125cc,77.78%,14-Jan,Dead
27/08/2021,1:16:44,Chiang-Mai, 126cc - 150cc,0.00%,14-Jan,Dead
19/11/2021,11:56:34,Chiang-Mai, 400cc - 1000cc,0.00%,14-Jan,Dead
13/04/2021,4:35:07,Chiang-Mai,less-than-110cc,22.22%,14-Jan,Dead
11/2/2021,8:22:33,Bangkok, 111cc - 125cc,70.00%,14-Jan,Dead
31/01/2021,7:35:30,Bangkok, 126cc - 150cc,15.00%,14-Jan,Dead
27/03/2021,18:51:52,Bangkok, 400cc - 1000cc,0.00%,14-Jan,Dead
6/5/2021,7:09:32,Bangkok,less-than-110cc,10.00%,14-Jan,Dead
19/10/2021,4:09:11,Bangkok,more-than-1000cc,5.00%,14-Jan,Dead
17/01/2021,19:08:04,Kanchanaburi, 111cc - 125cc,71.43%,14-Jan,Dead
9/2/2021,2:30:36,Kanchanaburi, 126cc - 150cc,14.29%,14-Jan,Dead
9/7/2021,11:13:29,Kanchanaburi, 400cc - 1000cc,0.00%,14-Jan,Dead
24/05/2021,23:40:37,Kanchanaburi,less-than-110cc,14.29%,14-Jan,Dead
1/1/2021,21:05:44,Chonburi, 111cc - 125cc,87.50%,14-Jan,Dead
1/9/2021,15:11:32,Chonburi, 126cc - 150cc,0.00%,14-Jan,Dead
26/11/2021,10:45:26,Chonburi, 156cc - 300cc,0.00%,14-Jan,Dead
20/01/2021,9:37:20,Chonburi,less-than-110cc,12.50%,14-Jan,Dead
14/06/2021,8:59:27,Chonburi,more-than-1000cc,0.00%,14-Jan,Dead
28/08/2021,9:14:34,Nakhon-Ratchasima, 111cc - 125cc,69.23%,14-Jan,Dead
24/12/2021,7:15:38,Nakhon-Ratchasima, 126cc - 150cc,0.00%,14-Jan,Dead
23/12/2021,19:08:07,Nakhon-Ratchasima,less-than-110cc,30.77%,14-Jan,Dead
5/1/2021,22:01:42,Surat-Thani, 111cc - 125cc,83.33%,14-Jan,Dead
19/12/2021,7:13:56,Surat-Thani, 126cc - 150cc,0.00%,14-Jan,Dead
17/05/2021,10:01:04,Surat-Thani,less-than-110cc,16.67%,14-Jan,Dead
19/08/2021,1:13:51,Chiang-Mai, 111cc - 125cc,58.73%,14-Jan,Injury
